duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,cast_total_facebook_likes,facenumber_in_poster,budget,actor_2_facebook_likes,movie_facebook_likes,rating
127,96,577,746,14378353,2393,1,36000000,602,846,B
114,101,2000,12000,33037754,19904,1,37000000,3000,23000,B
95,31,450,944,2954405,2928,0,36000000,886,133,C
81,16,387,541,30105968,2268,0,37000000,521,279,C
95,0,642,1000,37788228,4537,1,35200000,812,638,C
108,480,706,14000,277313371,17623,3,35000000,839,24000,B
95,116,481,45000,205399422,47203,1,33000000,645,0,B
126,13000,488,920,251188924,2725,0,35000000,549,12000,B
102,596,785,877,1068392,3497,0,36000000,794,2000,C
121,503,94,808,144731527,1446,2,35000000,277,0,B
129,102,624,768,255950375,3389,0,29000000,734,38000,B
88,0,640,2000,112692062,4499,0,35000000,843,0,C
106,91,64,18000,117528646,18669,5,35000000,464,31000,B
110,1000,538,13000,171031347,25964,0,38000000,12000,36000,B
109,64,505,11000,124732962,23923,0,35000000,11000,0,B
143,338,643,12000,82300000,16007,2,35000000,664,0,B
128,17000,387,22000,79100000,24006,0,35000000,1000,0,B
123,126,1000,18000,81159365,25661,2,35000000,5000,0,B
129,0,213,492,110008260,1450,1,35000000,392,25000,B
105,8,278,1000,67962333,2689,2,35000000,358,919,C
162,333,362,14000,78651430,15912,0,27000000,1000,0,B
100,31,591,947,63939454,2968,3,35000000,742,0,B
90,0,945,19000,63826569,23504,0,35000000,957,0,B
108,79,25,900,60054449,1715,0,35000000,759,0,C
109,763,311,812,61280963,2474,1,33000000,551,0,B
132,130,80,29000,56876365,29265,1,35000000,130,0,B
123,130,426,826,59699513,2259,0,35000000,638,0,B
109,19,568,1000,52277485,4231,1,35000000,762,0,B
109,87,923,15000,55802754,20956,2,35000000,3000,41000,B
125,102,825,15000,83299761,19809,2,35000000,2000,39000,B
202,0,318,18000,48169908,20143,0,33000000,848,0,B
88,12,931,49000,49474048,53370,2,35000000,1000,0,C
92,148,227,978,45802315,2184,1,35000000,593,0,B
75,221,553,11000,57651794,13125,2,33000000,970,0,C
98,30,664,944,43894863,4879,2,30000000,940,0,C
100,545,766,14000,39532308,17902,0,33000000,2000,0,B
120,365,723,887,76600000,3876,0,10700000,770,11000,B
103,212,248,15000,40687294,16249,1,35000000,552,0,C
109,487,3000,20000,37553932,34011,2,40000000,10000,52000,B
112,42,196,969,39026186,2371,4,35000000,826,13000,C
60,,628,897,,3438,4,,637,265,B
102,23,57,288,,677,1,,257,0,B
102,133,690,2000,33423521,5443,1,35000000,1000,0,D
150,2000,95,396,32519322,1075,0,35000000,338,21000,A
101,308,206,446,37617947,966,0,30000000,224,0,B
108,174,324,730,32048809,2178,0,30000000,716,0,C
137,16000,363,29000,37304950,36258,0,35000000,6000,16000,B
112,192,844,1000,30691439,3185,0,35000000,915,5000,B
103,81,636,2000,30669413,4722,0,35000000,683,0,B
101,40,398,2000,28687835,3612,1,35000000,648,0,B
111,24,455,591,,2603,1,20000000,488,12000,B
102,0,769,939,25266129,3592,5,35000000,854,0,B
155,16000,229,18000,25078937,19689,2,30000000,461,0,B
93,8,558,22000,,24154,1,19000000,1000,0,B
140,0,210,436,24276500,1394,2,35000000,263,949,B
108,251,296,826,20981633,2351,0,30000000,716,0,C
123,15,745,10000,34531832,13371,0,35000000,979,23000,B
106,309,63,327,28064226,561,1,35000000,73,13000,C
107,161,549,21000,19389454,22974,5,55000000,826,0,B
82,82,418,1000,25871834,3266,6,35000000,642,0,C
99,0,520,1000,19294901,2535,0,35000000,573,0,C
91,192,346,23000,20275446,24669,0,35000000,1000,20000,B
125,159,39,3000,18306166,3142,2,35000000,61,0,B
118,138,458,26000,17609982,28479,0,35000000,968,17000,B
92,16,734,3000,17596256,6327,1,35000000,1000,0,D
93,0,174,465,,1361,1,30000000,351,0,C
115,468,150,605,14587732,1290,3,35000000,367,452,C
120,52,134,553,18317151,1082,1,35000000,214,0,B
94,10,141,694,13264986,1668,2,35000000,605,433,B
100,212,919,2000,10991381,5890,1,35000000,1000,0,B
101,57,230,1000,10268846,1947,1,35000000,603,0,C
139,0,687,11000,13303319,13021,0,32000000,1000,39000,B
102,241,127,13000,7659747,14165,1,38000000,891,704,C
103,189,766,3000,7948159,6563,1,35000000,967,0,B
83,12,690,2000,11631245,5022,5,35000000,826,494,C
101,31,448,690,6448817,1993,0,35000000,457,0,C
117,0,567,883,7458269,3611,1,35000000,883,9000,B
114,503,697,2000,4651977,4334,3,35000000,864,892,B
330,138,672,848,4496583,3227,2,35000000,674,6000,A
114,0,115,548,6592103,1005,1,35000000,298,675,B
156,278,249,695,,1573,0,35000000,279,0,A
135,22,45,837,1877179,1508,1,,541,262,B
109,596,282,621,,1980,3,,525,677,C
93,18,324,4000,,5377,2,32000000,820,0,C
,194,816,970,,3874,0,23000000,856,26,B
113,47,129,988,102413606,1783,0,34000000,149,38000,B
139,17000,94,554,32000000,1068,3,30000000,382,0,B
102,3,239,372,11227940,1274,0,34000000,248,120,C
96,165,566,12000,183125,14978,1,35000000,774,0,C
128,88,954,989,37432299,3386,0,34000000,970,23000,B
109,7,1000,40000,10654581,52621,0,34000000,9000,1000,C
114,46,292,818,6543194,1778,1,34000000,649,314,C
105,125,2000,18000,13101142,23122,5,35000000,2000,0,C
138,0,574,10000,141340178,14619,0,40000000,2000,0,B
101,43,655,2000,51758599,5942,0,33000000,1000,742,C
99,67,330,826,117559438,1790,1,30000000,436,1000,C
89,21,48,614,21426805,843,0,30000000,150,0,C
99,35,433,3000,35057332,4863,0,33000000,594,19000,B
97,10,178,18000,28927720,18688,0,33000000,223,463,C
140,36,336,669,33682273,2114,1,33000000,403,4000,B
118,41,577,722,4280577,2859,0,10000000,580,0,B
94,132,317,26000,17120019,27759,2,30000000,828,12000,B
124,179,551,11000,8406264,13093,3,38000000,617,783,B
134,37,504,11000,309125409,13649,0,32500000,1000,14000,A
124,335,50,14000,34180954,14504,0,32000000,388,15000,B
98,136,833,1000,17225675,4151,2,,945,0,C
97,4000,8000,22000,173381405,43354,1,33000000,11000,21000,B
123,226,796,3000,104632573,5975,1,32000000,941,0,B
99,32,521,773,81150692,2916,1,35000000,664,0,C
101,503,1000,13000,60328558,18734,1,32000000,1000,11000,B
131,176,460,722,169076745,3229,6,32500000,655,27000,B
107,133,9000,17000,101470202,38751,6,32000000,11000,97000,B
103,9,573,826,50041732,3004,0,29000000,724,0,B
129,88,975,22000,48814909,36069,0,32000000,9000,0,B
107,34,1000,23000,57744720,31529,5,20000000,4000,0,B
89,16,2000,49000,21784432,74181,8,35000000,22000,0,C
93,0,355,15000,54696902,16034,3,32000000,491,56000,B
120,155,240,344,36733909,2054,3,32000000,242,0,B
98,541,897,8000,35063732,10938,1,32000000,912,10000,B
105,0,223,716,99462,1843,1,33000000,648,5000,B
142,14000,642,16000,,20201,5,35000000,1000,2000,C
96,0,882,10000,31493782,12754,1,32000000,917,0,B
87,255,810,26000,43095600,29050,1,32000000,1000,0,B
107,0,159,29000,18636537,29743,0,32000000,165,0,B
90,29,142,638,17848322,961,1,28000000,160,702,C
121,17000,245,12000,16640210,13040,0,55000000,368,0,B
119,238,447,1000,13763130,2925,0,32000000,561,12000,B
110,278,179,3000,4357000,3864,3,30000000,359,350,C
100,35,7000,12000,22525921,32094,4,30000000,10000,13000,C
75,10,826,3000,3562749,7394,0,32000000,2000,643,B
132,0,876,13000,2899970,16878,2,32000000,898,625,B
93,0,239,330,,1073,4,32000000,239,290,C
289,0,3000,11000,78800000,25313,1,31500000,10000,19000,A
102,8,472,839,17797316,2961,0,32000000,730,0,B
143,65,320,975,82528097,2223,1,6500000,345,0,B
113,34,24,10000,14268533,10910,2,31500000,877,0,B
161,521,184,11000,87100000,12518,0,31000000,920,0,B
126,43,177,244,62700000,1008,2,34000000,202,0,B
99,0,670,13000,59073773,15082,0,25000000,1000,149000,A
101,96,442,12000,24185781,13811,1,31000000,495,0,B
103,155,125,687,53133888,1440,0,31000000,151,0,B
118,40,617,2000,44983704,4045,0,31000000,702,0,B
99,0,816,26000,58879132,40312,4,31000000,12000,28000,B
105,188,482,848,72077000,3439,4,30250000,808,0,B
113,252,90,539,170684505,813,0,45000000,151,0,B
93,221,781,12000,163479795,26760,0,34200000,11000,0,B
108,6,1000,3000,145096820,7872,0,30000000,1000,0,B
74,487,802,15000,191796233,19046,1,30000000,1000,0,A
104,23,281,17000,125014030,18322,0,30000000,359,32000,B
106,12,946,11000,11854694,17560,2,31000000,3000,0,B
120,132,1000,33000,115648585,54877,1,30000000,18000,0,B
135,323,495,826,122012643,2575,1,30000000,692,0,B
132,304,898,15000,116631310,20035,0,30000000,1000,41000,B
99,188,436,1000,113502246,3696,0,38000000,1000,5000,B
90,176,460,531,108360000,2203,0,30000000,461,0,B
111,0,529,11000,108244774,13645,2,37000000,995,0,B
103,37,452,944,105444419,3143,3,26000000,893,0,B
127,21000,360,11000,100125340,22678,0,33000000,11000,39000,A
112,662,107,2000,115646235,2639,0,30000000,433,22000,A
138,16000,262,616,90135191,1942,0,25000000,541,12000,A
132,16000,567,16000,100422786,28830,1,30000000,11000,14000,A
103,11000,636,22000,106694016,24333,2,30000000,979,0,B
123,415,545,33000,64286,34495,0,29000000,638,57000,B
111,98,71,2000,76806312,2978,1,30000000,805,0,B
78,0,786,971,76501438,4527,0,30000000,844,181,B
132,0,252,769,74787599,1936,1,30000000,713,883,B
133,380,918,12000,66528842,26388,2,30000000,11000,11000,B
108,655,940,24000,83813460,35209,0,25000000,10000,19000,B
125,729,322,442,65010106,1556,1,30000000,344,0,B
98,129,7,303,66359959,337,0,35000000,18,81000,B
87,129,560,979,64172251,2911,1,30000000,891,602,C
91,108,204,405,66600000,1185,0,30000000,368,5000,B
100,64,329,11000,63536011,19420,2,30000000,7000,0,B
118,89,344,15000,62877175,16758,1,30000000,975,0,B
44,,690,971,,3418,1,,741,0,A
109,309,482,1000,74484168,2740,3,45000000,654,0,B
114,0,545,970,60033780,2860,1,30000000,631,0,C
89,56,545,11000,58715510,13794,2,30000000,826,0,C
95,65,246,506,58156435,1266,3,19000000,316,0,C
98,56,533,3000,56044241,6742,1,37000000,2000,0,B
94,11000,183,617,56816662,1289,1,17000000,204,78000,B
85,7,691,14000,64238770,18795,0,42000000,3000,0,C
124,47,877,40000,52937130,43453,1,30000000,1000,13000,B
107,0,643,12000,55210049,14710,1,27800000,664,0,C
99,13,837,1000,51432423,3679,7,30000000,889,1000,C
83,88,348,3000,51109400,4767,5,30000000,459,1000,B
131,46,433,1000,50300000,2943,2,30000000,439,0,B
85,9,100,567,56068547,1145,0,30000000,269,0,B
126,98,37,18000,53680848,18726,1,30000000,631,20000,B
123,456,286,19000,50921738,20499,1,30000000,1000,12000,B
105,56,22,898,53021560,1026,1,30000000,60,13000,B
125,0,237,939,45645204,1748,2,30000000,255,0,B
92,101,760,971,44328238,6137,0,,860,13000,C
77,13000,973,40000,53337608,60683,1,40000000,16000,0,B
118,0,543,696,42643187,2577,1,,663,0,B
124,845,424,15000,52418902,16881,0,30000000,1000,44000,B
99,0,828,2000,42057340,5642,0,30000000,1000,11000,B
112,43,1000,11000,42478175,15327,1,25000000,2000,34000,B
111,23,1000,3000,41407470,9638,1,30000000,3000,0,B
107,209,357,2000,42385520,4059,0,30000000,594,16000,B
104,134,64,585,40118420,1165,3,30000000,495,0,C
113,171,63,430,39568996,814,0,32000000,72,0,B
95,246,751,26000,42043633,29551,0,30000000,821,66000,B
86,82,362,869,38232624,3854,0,30000000,759,0,D
126,102,497,22000,38413606,23866,1,30000000,581,0,B
101,343,384,581,38122105,2373,1,27000000,571,0,B
102,0,413,13000,38747385,15308,2,25000000,854,0,B
60,,468,971,,3295,4,,805,0,B
95,40,342,663,35927406,2266,0,30000000,349,1000,D
98,15000,392,15000,35565975,16827,0,30000000,839,0,B
100,108,534,17000,35266619,20051,1,30000000,2000,39000,C
28,,576,680,,2867,2,,638,0,A
94,39,506,1000,32095318,3664,0,45000000,611,304,C
79,30,265,940,31743332,1594,0,30000000,271,13000,B
106,0,273,17000,32154410,18469,0,30000000,681,29000,B
63,15,69,759,26687172,1002,0,30000000,73,0,B
108,631,95,631,26525834,1023,1,30000000,199,0,B
139,150,400,521,30513940,2060,0,30000000,491,11000,B
127,73,433,11000,23209440,12785,3,30000000,882,592,B
106,32,650,18000,24048000,20772,1,30000000,723,0,C
108,24,653,2000,23070045,3892,0,30000000,942,11000,C
105,34,642,1000,20422207,4369,1,35000000,681,484,C
131,89,372,2000,28644770,3479,2,30000000,401,11000,B
104,30,635,1000,21800302,4462,1,30000000,962,491,C
133,549,343,10000,21129348,11799,0,35000000,796,27000,B
109,25,431,954,19976073,3148,1,20000000,739,999,B
96,845,488,978,18967571,3072,2,30000000,968,629,B
105,114,537,4000,17100000,6152,1,25000000,561,204,C
99,11,762,19000,17266505,22554,1,30000000,953,0,C
112,380,2000,15000,32357532,31278,0,30000000,11000,24000,B
108,50,494,14000,16930884,16722,1,30000000,975,0,C
126,51,874,10000,18324242,20563,4,35000000,9000,0,B
104,165,559,900,16999046,2222,0,26000000,686,12000,C
110,8,322,1000,16295774,3000,1,35000000,692,0,C
130,149,798,1000,15709385,5101,0,30000000,807,0,B
114,118,40,489,12831121,679,0,30000000,93,0,B
106,44,133,596,18298649,1393,1,30000000,343,23000,B
150,0,855,23000,12712093,27829,0,30000000,909,0,B
100,38,362,811,11576087,2497,3,30000000,586,858,C
107,419,165,971,12026670,1643,2,45000000,236,24000,B
102,6,353,22000,14334645,23352,1,25000000,829,387,C
101,3,120,448,12189514,842,0,23000000,143,0,B
108,529,83,11000,8535575,11519,3,30000000,329,0,B
134,12,329,891,7501404,1873,2,,460,0,B
511,,51,147,,307,0,,63,0,A
88,65,681,3000,19316646,5706,3,30000000,697,0,C
109,29,91,779,10965209,1297,2,30000000,240,0,B
251,0,642,22000,5300000,24719,8,30000000,683,12000,A
118,76,174,3000,10880926,4253,2,30000000,678,0,B
131,53,548,14000,3752725,16252,3,18000000,871,0,B
109,277,345,2000,3517797,2759,0,25000000,378,287,B
80,9,826,17000,3101301,21519,1,,2000,353,C
103,45,107,489,668171,949,0,60000000,181,445,C
87,23,748,826,480314,4473,4,21000000,816,0,C
160,181,820,11000,3904982,22516,0,30000000,10000,0,B
121,0,187,974,127437,1887,0,18000000,643,0,B
91,2,55,295,,545,7,,71,0,B
129,395,313,18000,537580,19620,1,30000000,1000,21000,B
93,7,480,1000,,3095,0,,898,885,C
118,55,11,113,,143,1,30000000,11,0,B
110,18,432,922,,2725,4,24000000,919,0,D
103,61,520,963,,2806,3,30000000,903,6000,C
110,59,24,1000,,1831,0,30000000,794,447,B
89,5,365,11000,,15795,0,19000000,4000,13000,B
115,0,751,10000,183436380,13159,8,29000000,1000,40000,B
153,446,154,523,119518352,1383,0,28000000,405,11000,B
42,,442,757,,3309,0,,641,12000,B
89,12,373,1000,22359293,2056,0,29000000,409,0,C
122,2000,1000,2000,18593156,6161,1,35000000,1000,0,B
113,0,89,504,,810,0,29000000,147,3000,B
99,71,584,2000,16930185,4169,2,29000000,719,201,C
147,0,400,18000,5899797,18855,0,29000000,427,0,B
112,759,933,11000,4554569,17873,4,28000000,1000,209,B
88,64,363,1000,17016190,2567,0,12000000,857,0,C
94,11,566,1000,6301131,5085,0,29000000,948,0,B
90,63,631,49000,217350219,52970,0,28000000,2000,0,A
118,14000,237,11000,179870271,11898,2,28000000,429,0,B
83,5,368,971,100491683,3438,0,24000000,503,418,C
104,93,878,11000,74058698,17109,0,60000000,2000,0,B
110,350,83,11000,,11534,3,29000000,183,0,B
131,323,541,25000,81350242,40585,0,28000000,13000,25000,A
101,136,526,833,67266300,3400,1,28000000,543,0,B
130,285,767,33000,70235322,57308,4,28000000,23000,99000,B
120,0,210,579,7443007,1500,12,30000000,489,0,B
135,149,250,639,64371181,1845,0,28000000,617,0,B
103,163,968,11000,60400856,17533,2,35000000,2000,0,C
115,21,47,173,,386,0,30000000,59,0,B
110,0,327,13000,52353636,14609,1,21000000,1000,0,B
91,446,660,1000,51475962,3969,0,30000000,872,11000,B
105,226,966,22000,63910583,35694,2,28000000,11000,27000,B
82,23,6,11,49968653,37,0,28000000,9,12000,B
99,0,186,664,44450000,2010,1,27000000,655,0,C
90,0,8000,14000,45162741,34565,0,28000000,10000,0,B
115,529,325,576,71346930,1554,0,28000000,447,23000,B
96,197,115,580,39514713,1275,0,28000000,336,16000,B
117,905,385,553,48043505,2357,1,30000000,488,36000,B
83,181,459,731,37053924,1987,3,28000000,579,0,B
99,71,1000,18000,33000377,23344,0,28000000,1000,0,C
81,44,3000,35000,66950483,47677,6,28000000,7000,12000,B
135,456,241,422,38372662,1083,2,28000000,286,17000,B
139,105,902,14000,31600000,16125,1,28000000,1000,0,B
123,368,114,933,30688364,1286,0,28000000,194,10000,B
117,115,97,3000,28563179,3681,4,21000000,327,0,B
97,710,258,497,16779636,1805,2,28000000,347,209,C
81,63,,63,10762178,66,0,160000000,3,1000,A
119,116,385,738,8888143,2171,0,28000000,428,913,B
94,32,453,1000,24268828,3436,4,28000000,626,0,C
89,23,899,1000,8119205,5535,3,28000000,937,517,C
98,0,900,26000,8434601,28867,5,28000000,1000,0,C
107,234,660,1000,6998324,3944,2,28000000,962,0,B
134,17000,0,2,5532301,4,0,28000000,2,0,B
110,53,87,480,2775593,858,4,27000000,261,0,B
103,65,405,17000,28751715,19168,0,28000000,927,36000,B
145,13,278,10000,,11669,1,24000000,1000,0,B
100,11,561,23000,20285518,25387,2,28000000,727,0,C
133,0,529,11000,148734225,12874,2,30000000,985,0,B
109,415,228,673,49185998,1775,2,30000000,489,15000,B
114,92,436,940,42168445,3565,3,35000000,706,464,C
164,767,162,358,26400000,1334,0,16000000,223,845,B
92,14,78,386,17508670,646,0,15000000,99,0,B
42,,535,766,,2707,2,,638,11000,B
110,120,664,12000,74888996,16230,0,30000000,1000,0,B
116,144,477,1000,69586544,3845,4,27000000,482,0,B
106,4000,591,19000,362645141,32921,0,175000000,13000,65000,B
115,39,685,11000,60491560,14322,1,27000000,956,0,B
119,43,523,953,44087387,3525,4,,713,894,B
118,650,715,1000,30920167,3389,4,25000000,773,0,C
101,129,3,66,40566655,74,0,30000000,5,0,B
82,49,429,1000,31768374,3313,0,27000000,888,2000,C
110,118,1000,13000,22494487,26451,3,27000000,11000,10000,B
130,776,358,898,4463292,2452,3,30000000,584,15000,B
94,249,271,523,,1560,1,27000000,312,21000,B
111,295,531,3000,14337579,4696,1,27000000,882,14000,B
110,10,844,3000,13823741,6420,3,13500000,2000,0,B
30,,94,491,,812,4,,154,459,A
123,0,324,11000,10297897,11969,4,27000000,597,315,B
109,22,355,14000,13248477,15790,1,27000000,716,0,B
99,54,398,748,8712564,1721,0,27000000,489,817,C
106,43,460,1000,7486906,2495,0,27000000,506,0,B
89,0,640,2000,38536376,4311,5,27000000,734,0,D
93,31,57,783,5204007,1044,2,28000000,132,0,B
112,541,638,22000,4485485,46022,1,15000000,22000,0,B
101,212,749,1000,4476235,4186,0,27000000,968,2000,B
104,272,17000,22000,1089365,71973,1,25000000,18000,845,C
120,278,387,844,763044,3286,4,23000000,766,188,B
91,41,328,567,20819129,2954,1,26000000,402,0,C
97,70,512,2000,110222438,3984,2,26000000,528,0,B
133,0,218,7000,109243478,8341,1,26000000,966,0,B
123,108,239,1000,100241322,1690,0,25000000,264,0,B
114,71,313,14000,25977365,15428,0,28000000,439,15000,B
117,234,919,11000,87341380,15590,3,27000000,989,0,B
121,72,343,1000,65703412,2747,1,26000000,794,0,B
139,0,648,3000,58328680,5458,0,22000000,693,0,B
115,541,442,8000,61490000,10493,5,26000000,1000,0,B
22,,424,813,,1784,5,,547,0,A
85,0,178,332,57859105,1090,0,26000000,285,0,B
90,160,392,748,46455802,3172,0,26000000,439,0,B
107,0,577,1000,45506619,3066,3,26000000,596,16000,B
100,124,534,2000,40168080,3889,0,26000000,850,0,C
129,0,385,12000,49874933,13573,4,26000000,412,43000,B
94,906,528,2000,36985501,3917,0,26000000,587,874,C
133,759,67,826,33200000,1154,4,26000000,130,0,B
105,260,3000,20000,28501651,42473,0,26000000,15000,10000,B
100,8,588,1000,23222861,3742,4,26000000,934,167,C
118,49,155,11000,16252765,11662,1,42000000,216,3000,B
110,160,427,771,16005978,2356,1,26000000,570,35000,B
110,80,509,826,14469428,2466,2,26000000,590,260,C
99,5,535,1000,13829734,2960,0,26000000,691,319,C
100,2,512,642,,2170,2,26000000,638,0,B
103,11000,277,11000,7496522,12534,0,26000000,893,826,B
100,737,816,15000,,19068,5,26000000,980,0,C
117,763,523,16000,12276810,17847,0,26000000,543,11000,B
129,353,151,883,33565375,1565,0,15000000,430,0,B
120,0,113,260,499263,705,0,30000000,252,13000,B
133,272,628,10000,172825435,12285,3,25000000,898,12000,A
116,16000,198,16000,148085755,17347,0,33000000,601,28000,A
129,0,655,2000,25517500,4264,1,25100000,826,0,B
93,180,485,14000,145000989,16461,0,25000000,816,29000,B
129,81,164,970,121945720,2551,0,25000000,854,0,B
185,14000,212,14000,96067179,15233,0,22000000,795,41000,A
146,150,2000,15000,169705587,23227,2,25000000,3000,75000,A
128,386,203,19000,3254172,36337,1,28000000,17000,11000,B
93,67,596,4000,84185387,7800,0,80000000,2000,567,C
97,31,662,918,82163317,4692,0,30000000,782,3000,C
101,187,127,554,,1041,2,,213,488,C
82,8,179,770,80920948,2251,0,30000000,677,425,B
85,198,387,2000,80034302,3958,0,25000000,1000,0,B
119,0,188,22000,76270454,22767,1,25000000,371,0,B
122,1000,883,2000,74273505,4738,0,25000000,939,21000,A
99,167,460,655,134141530,2394,1,25000000,521,0,B
97,11,887,14000,71500556,16999,3,26000000,1000,0,B
95,0,643,934,89808372,3500,2,45000000,655,660,C
105,99,433,3000,77264926,5740,5,25000000,448,0,B
108,425,766,20000,70625986,22739,1,25000000,962,24000,B
115,43,775,5000,55973336,9082,1,25000000,848,0,B
107,503,108,264,,673,2,2800000,139,7000,B
86,70,318,440,54098051,2420,0,25000000,346,0,C
101,96,204,713,60443237,1852,0,25000000,220,29000,B
101,395,2000,40000,51676606,58823,1,25000000,14000,0,B
100,0,400,975,52528330,3202,0,25000000,521,0,C
117,248,726,14000,51533608,16606,1,25000000,798,32000,B
101,21,317,22000,51097664,23328,0,30000000,812,0,C
146,17000,635,22000,46836394,24783,3,25000000,854,25000,A
102,91,434,1000,47285499,3037,3,26000000,934,542,C
97,52,579,14000,47124400,17278,0,25000000,2000,0,B
142,0,638,14000,44700000,16464,0,25000000,670,19000,A
219,973,400,1000,43984230,2451,0,23000000,643,0,B
109,175,733,24000,66489425,26625,3,25000000,736,0,B
97,420,585,695,41067398,2530,2,25000000,635,666,B
158,0,104,272,40218903,533,0,25000000,111,16000,A
85,0,503,1000,39880476,2908,0,25000000,535,187,C
86,92,466,744,38230435,3001,3,25000000,489,0,C
119,42,917,2000,39008741,6862,0,25000000,953,0,B
98,20,872,5000,36833473,7945,1,25000000,888,0,B
97,29,816,15000,48237389,18789,1,25000000,852,0,C
105,23,485,1000,36310118,3535,1,,619,671,C
97,176,10000,12000,45089048,36064,3,25000000,11000,58000,B
105,29,742,14000,35990505,16400,1,20000000,1000,0,C
104,108,177,296,35143332,1340,0,17000000,270,0,C
101,7,440,1000,35000629,2822,1,25000000,562,0,C
101,43,432,5000,34604054,6867,2,30000000,618,1000,C
105,99,960,17000,33687630,20109,0,20000000,1000,0,B
90,68,100,328,32553210,794,0,25000000,132,0,B
97,27,522,601,31526393,2730,0,25000000,543,686,C
144,0,745,15000,41229,18442,6,25500000,960,0,B
114,59,403,49000,31655091,50927,0,30000000,702,18000,B
89,31,71,285,32368960,667,0,25000000,81,0,C
160,130,288,469,14500000,1548,0,25000000,377,0,B
93,14,199,1000,29247405,2176,1,25000000,401,0,D
87,234,370,904,30538669,3850,3,,555,0,C
142,0,461,11000,28341469,13495,0,25000000,745,108000,A
92,23,162,460,25590119,1315,0,21150000,442,387,C
117,101,743,13000,24944213,16937,2,27000000,852,3000,B
111,81,81,3000,33631221,3784,1,25000000,571,0,B
121,53,8000,19000,37738400,39690,3,25000000,11000,30000,B
107,13,165,618,21835784,1095,3,30000000,172,0,B
106,452,141,20000,15785632,21195,3,23000000,732,15000,B
136,0,3000,18000,21554585,37315,0,25000000,14000,0,B
97,19,977,40000,22200000,52122,3,25000000,10000,0,B
108,529,690,17000,80014842,19945,,25000000,861,14000,B
97,41,619,11000,23527955,12841,1,25000000,673,0,B
99,24,155,3000,24042490,3744,1,25000000,441,10000,C
103,5,874,26000,22466994,33565,0,25000000,5000,0,B
95,0,98,11000,17791031,11994,0,25000000,876,0,B
98,70,223,462,15361537,1855,0,13000000,444,564,C
90,176,825,931,16647384,4431,1,26000000,839,498,C
107,21,418,967,16118077,3067,0,25000000,767,377,C
90,48,376,940,15091542,2465,2,25000000,595,246,C
115,219,258,902,15045676,2466,1,16000000,837,0,C
93,27,49,960,17427926,1749,0,8000000,664,0,C
99,154,347,774,14983572,2498,1,25000000,692,378,C
107,0,255,798,14637490,2537,2,25000000,374,0,C
101,17,218,900,14095303,1634,1,25000000,246,503,C
85,54,455,985,13973532,3065,1,25000000,637,215,C
132,241,151,27000,1865774,27659,2,30000000,154,43000,B
88,82,432,874,13920741,2062,5,,434,0,B
90,160,852,963,18860403,4952,0,25000000,936,0,C
110,425,148,3000,28831145,3757,1,25000000,466,14000,B
101,365,141,338,,1008,0,25000000,246,0,B
30,,265,971,,2346,0,,918,581,B
122,0,939,18000,11538204,21163,0,25000000,1000,0,B
127,36,399,562,12188642,2230,7,26000000,499,0,B
99,0,52,400,11100000,896,1,25000000,223,19000,B
104,8,8,172,,210,2,17000000,20,853,B
140,149,581,27000,13651662,29692,1,25000000,798,77000,A
271,33,251,854,10769960,2107,0,25000000,702,0,B
112,108,2000,23000,10911750,43560,2,25000000,17000,982,B
99,79,956,16000,10719367,28987,3,25000000,11000,261,C
100,57,92,181,10114315,582,0,25000000,151,0,B
92,30,309,941,49122319,2348,0,14000000,459,17000,C
110,37,268,10000,10324441,11431,1,25000000,826,7000,C
116,529,174,442,7156933,1134,0,25000000,252,348,B
88,22,120,174,9286314,583,1,17000000,132,0,C
111,214,3000,10000,56692,23566,2,25000000,9000,32000,B
117,71,42,433,,611,1,25000000,54,739,C
95,6,248,849,5516708,2413,2,25000000,841,295,C
127,79,50,12000,5128124,12574,1,25000000,506,11000,B
105,160,490,852,34014398,2603,0,33000000,521,4000,C
104,54,919,6000,4064333,9662,0,25000000,923,0,C
95,2,807,927,4006906,4990,7,15000000,912,83,C
92,892,492,783,1550000,2930,2,25000000,595,937,D
80,2000,132,14000,,25143,3,25000000,11000,21000,B
107,460,490,14000,871527,16090,2,25000000,1000,507,B
91,80,31,473,12495865,539,0,,31,0,B
117,162,745,2000,777423,4351,0,25000000,878,942,B
131,911,232,5000,85433,5954,2,13500000,234,31000,B
122,0,407,12000,1697956,13809,2,20000000,463,6000,B
88,4,602,783,,3874,2,,749,0,B
134,0,92,541,183662,890,6,25000000,173,0,B
80,0,0,44,,53,0,25000000,9,90,D
85,0,7,21,,48,0,25000000,15,200,C
138,0,1000,13000,16969390,27797,4,25000000,11000,24000,C
121,9,520,1000,,3287,2,25000000,870,0,B
134,27,87,279,,705,2,25000000,128,690,B
100,535,399,668,,2204,0,25000000,535,437,C
119,350,418,18000,34700000,35501,2,14000000,17000,0,B
137,179,4000,17000,717753,33747,4,25000000,10000,27000,B
119,12000,643,12000,109713132,15449,5,25000000,664,0,B
139,13000,461,13000,70269171,15111,0,24000000,683,0,B
120,0,221,865,101334374,2321,5,24000000,851,0,B
98,149,439,20000,1512815,21414,0,25000000,617,0,C
106,167,676,966,65182182,4830,8,24000000,807,3000,C
